"Поисковая система","Поисковая система (детально)","Поисковая фраза","Визиты","Посетители","Отказы","Глубина просмотра","Время на сайте","Достижения избранных целей","Доход по избранным целям, RUB","Конверсия посетителей по избранным целям"
"Яндекс","Яндекс, результаты поиска","ремонт iphone в москве вызов курьера","1","1","0.0","7.0","00:05:50","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт irepair","1","1","0.0","7.0","00:00:33","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт mac маяковская","1","1","0.0","4.0","00:01:43","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт macbook 13","1","1","0.0","3.0","00:05:22","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт macbook air в москве","1","1","0.0","2.0","00:00:53","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт macbook pro","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт macbook pro 13 москва","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт macbook в москве пайка","1","1","0.0","1.0","00:00:29","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт nfc на iphone 15 pro","1","1","0.0","1.0","00:00:21","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт truedepth","1","1","0.0","5.0","00:03:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт truedepth iphone 14 pro max","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт truedepth цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт truedepth цена череповец","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айпада садовое кольцо","1","1","0.0","1.0","00:16:21","3","0.0","1.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфон","1","1","0.0","3.0","00:02:08","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфон 11","1","1","0.0","4.0","00:00:35","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфон замена дисплея","1","1","0.0","2.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфон маяковская","1","1","0.0","3.0","00:01:09","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфон рамки","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфон чистка динамика цена","1","1","0.0","2.0","00:00:45","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфона","1","1","0.0","2.0","00:00:05","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфона 14 про макс","1","1","0.0","2.0","00:00:36","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфона 14 про макс дефект модема","1","1","0.0","1.0","00:00:57","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфона 15 про цены","1","1","0.0","3.0","00:01:38","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфона в москве","1","1","0.0","10.0","00:02:22","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфона онлайн цена","1","1","0.0","1.0","00:01:17","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфона с доставкой","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфонов айрипей","1","1","0.0","2.0","00:14:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфонов в москве цены","1","1","0.0","6.0","00:01:20","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфонов маяковская","1","1","0.0","5.0","00:00:49","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфонов метро маяковская большая садовая","1","1","0.0","15.0","00:22:46","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айфонов на маяковской рядом с гостиницей пекин","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт айыонов","1","1","1.0","1.0","00:00:02","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт аудиокодека айфон 11","1","1","0.0","1.0","00:00:27","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт блока питания Macbook","1","1","0.0","3.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт блока питания macbook","1","1","0.0","2.0","00:20:11","2","0.0","1.0"
"Яндекс","Яндекс, результаты поиска","ремонт датчика приближения iphone 13 pro","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт динамика iphone xs max на преображенской площади","1","1","0.0","3.0","00:13:02","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт динамика на iphone 12 цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт дисплеев iphone","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт дисплея айфон","1","1","0.0","2.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт задней крышки айфон 12про макс","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт зарядки macbook","1","1","0.0","2.0","00:00:26","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт зарядки vb-021266 usb-s макбука самостоятельно","1","1","0.0","4.0","00:01:14","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт зарядки макбука","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт и правка рамки iphone 17 pro max","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт камеры трудепс цена","1","1","0.0","1.0","00:00:17","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт кнопок macbook pro 15 2016","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт коннектора на материнской плате айфон 11 цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт контроллера питания macbook air m1","1","1","0.0","2.0","00:00:20","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт контроллера питания на айфоне 15","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт линз на айфоне","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт макбук","1","1","0.0","3.0","00:02:42","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт макбук дисплей","1","1","0.0","1.0","00:00:20","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт макбука","1","1","0.0","3.0","00:09:37","2","0.0","1.0"
"Яндекс","Яндекс, результаты поиска","ремонт макбука в москве замена экрана retina","1","1","0.0","5.0","00:30:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт макбуков маяковская","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт макбуков прайс","1","1","0.0","1.0","00:07:51","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт матрица макбук эйр м1 цена оригтнал","1","1","0.0","5.0","00:02:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт матрицы ipo e","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт матрицы айфона сколько стоит","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт матрицы макбука в москве","1","1","0.0","4.0","00:43:25","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт матрицы на макбуке","1","1","0.0","2.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт микрофона на iphone 17","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт модема айфон 11","1","1","0.0","2.0","00:11:52","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт модуля памяти айфон 11","1","1","0.0","1.0","00:00:41","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт передней камеры айфон 11","1","1","0.0","2.0","00:00:20","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт питания macbook","1","1","0.0","4.0","00:09:20","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт платы у айфон 15 про цена материнской","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт процессоров iphone","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт разъема зарядки iphone 14 plus москва","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт рамки iphone 17 pro max","1","1","0.0","2.0","00:00:51","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт рамки айфон","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт стекло камеры iphone 15 pro","1","1","0.0","5.0","00:01:34","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт тачпада макбук в москве","1","1","0.0","1.0","00:01:05","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт телефонов iphone","1","1","0.0","2.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт телефонов рядом со мной айфоны","1","1","0.0","2.0","00:00:13","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт техники apple на ст. метро Маяковского","1","1","0.0","56.0","00:16:19","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт фейс айди 12 про макс","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт фейс айди iphone 14 pro max/","1","1","0.0","1.0","00:00:47","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт фейс айли айфон 15","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт фронтальной камеры айфон 14 про макс","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт царапин на корпусе телефона сервис","1","1","0.0","2.0","00:24:31","1","0.0","1.0"
"Яндекс","Яндекс, результаты поиска","ремонт шлейфа айфон на камеру","1","1","0.0","2.0","00:12:14","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт шлейфов на макбука в москве","1","1","0.0","1.0","00:00:30","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт экрана iphone","1","1","0.0","3.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт экрана macbook","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт экрана macbook pro 15","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт экрана macbook pro москва","1","1","0.0","1.0","00:00:25","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт экрана айфон цена","1","1","0.0","2.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт экрана мак бука","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт юсб разъема на айфоне 16 про макс цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ремонт+iphone+16","1","1","0.0","3.0","00:01:53","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ресонт face id на iphone москва","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ресонт задней крышки 13 макс цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","ресор техника сколько стоит почистить гнездо айфон 13","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","реставрация косметическая айфона","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","рестоврация iphone","1","1","0.0","1.0","00:00:28","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","рипайр ремонт телефон","1","1","0.0","6.0","00:02:06","3","0.0","1.0"
"Яндекс","Яндекс, результаты поиска","русификация макбука","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","рэпеир замена аккумулятора на айфон","1","1","0.0","5.0","00:00:29","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сгорела материнская плата на айфоне 11 про макс стоимость","1","1","0.0","1.0","00:00:19","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сдать айфон метро маяковская","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервис apple","1","1","0.0","10.0","00:01:46","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервис iepair","1","1","1.0","1.0","00:00:08","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервис iphone","1","1","0.0","1.0","00:00:17","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервис irepair большая садовая 5","1","1","0.0","1.0","00:16:21","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервис по ремонту airpods","1","1","0.0","2.0","00:00:43","2","0.0","1.0"
"Яндекс","Яндекс, результаты поиска","сервис починки айфон пыль под камерой","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервис эйррапэиир","1","1","0.0","7.0","00:16:25","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервисный центр apple в москве","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервисный центр айфон","1","1","0.0","1.0","00:00:14","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервисный центр эпл","1","1","0.0","1.0","00:00:33","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сервси айфонов","1","1","0.0","3.0","00:00:26","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","скинуть прошивку на iphone 11 сервис","1","1","0.0","1.0","00:25:44","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","скллько стоит замена камера truedepth","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","склькостоит починить блютуз на айфон 14 про макс","1","1","0.0","2.0","00:00:38","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","скока будет на 11 айфоне матрицу починить","1","1","0.0","1.0","00:00:17","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколко стоит поминять экран на айфон 12","1","1","0.0","1.0","00:00:40","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколкто стоит помпнять экран макбук","1","1","0.0","4.0","00:28:10","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколтко стоит поменять заднее стекло на айфоне","1","1","0.0","2.0","00:00:21","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколькл стоит поменять заднек стекло на айфон 10","1","1","0.0","1.0","00:00:17","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоит заменаtrue deth","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоит приклеить линза на айфоне камеры","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить в мастерской вывести воду из разьема для зарядки","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить замена face id на iphone 13 pro","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить замена камеры на айфоне 11","1","1","1.0","1.0","00:00:08","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить замена линзы на айфон 16про","1","1","0.0","1.0","00:00:18","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить замена матрицы на макбуке м 4 2025 эйр 13","1","1","0.0","3.0","00:00:49","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить замена небольшой вмятины на айфон 13","1","1","0.0","1.0","00:00:22","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить запаять контакт на плате? айфон 13","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить на 11 айфон поменять матрицу на камере 2026","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить перепаять контакты для шлейфа экрана айфон 11","1","1","1.0","1.0","00:00:07","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить поменять материнскую плату на 15 айфоне","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить поменять фейс айди на айфон 13 про","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить поменять шлейф на айфон переднюю камеру 13 про макс","1","1","0.0","2.0","00:05:19","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить починка wifi адаптер на айфон 12","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить починка блютуз датчика в iphone x","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет стоить чистка зарядного устройства на айфоне","1","1","0.0","1.0","00:00:40","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько будет чинится матрица на айфоне 11 про","1","1","0.0","1.0","00:00:14","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько бцдет стоить починить фейс айди верхний денамик кнопки громкости","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько выйдет ремонт телефона айфон 11 задней крышки","1","1","1.0","1.0","00:00:02","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько выйдет стоимость починки Face lb на iphone xs max","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько надеть линзу.на айфон ремонт скошлко стоит","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько обычно стоит замена полного модуля wifi на iphone 14 pro","1","1","0.0","2.0","00:00:04","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько обычно стоит ремонт задней крышки на айфон 13 про макс","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько примерно стоит замена фейс айди на айфоне","1","1","1.0","1.0","00:00:08","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько себестоимость восстановления фейс айди на 11 про макс","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит восстановить модемную часть айфон 13","1","1","0.0","1.0","00:01:09","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит высушить разьем айфона","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена айфон 12","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена аккумулятора дисплея и задней крышки на айфон 12","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена аккумулятора на айфон","1","1","0.0","3.0","00:20:27","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена аккумулятора на айфон 16 плюс","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена аккумулятора на айфоне 13","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена алюминиевой рамки на айфон 12","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена батареи на макбуке","1","1","0.0","2.0","00:00:27","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена дисплея macbook air м1 13","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена дисплея на айфон 14 про макс","1","1","0.0","1.0","00:00:27","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена дисплея на макбук про на интел","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена дисплея с аккумулятором на айфон 11","1","1","0.0","2.0","00:00:21","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена дисплея с матрицей на айфон 11","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена заднего блока камер 14pro","1","1","0.0","2.0","00:29:49","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена задней кружки на айфон 16 про макс байт раменское","1","1","0.0","2.0","00:00:24","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена задней крышки айфона на 12про","1","1","0.0","2.0","00:00:54","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена задней крышки на айфон 13 про макс вднх","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена задней крышки на айфоне 11 в вичуге","1","1","1.0","1.0","00:00:10","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена задней панели на apple watch 11","1","1","1.0","1.0","00:00:08","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена задней панелли айфона 13 про макс","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена кнопки включения на айфон 15","1","1","0.0","1.0","00:00:47","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена контроллера питания айфон 14 про","1","1","0.0","1.0","00:00:18","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена контроллера питания на айфон 11","1","1","0.0","1.0","00:00:22","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена крышки айфон 12 про","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена линз на iphone 15 pro","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена линз на айфоне 15 про","1","1","0.0","2.0","00:01:09","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена линзы в айфон 16 про макс","1","1","0.0","2.0","00:12:47","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена линзы в камере телефона","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена линзы на камере айфона 15","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена материнской платы на айфон 16","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена матрицы на айфон 10","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена матрицы на айфон 11","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена матрицы на ноубуке мак бук аир м3","1","1","0.0","8.0","00:02:26","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена матрицы на телефоне айфон 10","1","1","0.0","1.0","00:00:18","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена модема на айфон 13","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена монитора на макбук м1 13","1","1","0.0","3.0","00:01:10","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена памяти nand на телефоне айфон 6с","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена платы на айфон 12 мини","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена потёкшего экрана на айфон 11","1","1","0.0","1.0","00:00:50","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена разговорного динамика и микрофон айфон 14 про","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена стекла на macbook pro 16","1","1","0.0","9.0","00:01:22","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена фронтальной камеры айфона 15 про","1","1","0.0","7.0","00:02:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена чипа памяти на айфоне 13 про","1","1","0.0","2.0","00:10:49","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена шлейфа на айфон 11","1","1","0.0","1.0","00:04:43","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена шлейфа на заднюю камеру айфона 14","1","1","0.0","1.0","00:00:26","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена экрана macbook pro 14","1","1","0.0","2.0","00:00:34","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена экрана макбука","1","1","0.0","5.0","00:13:56","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена экрана на айфон 8","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит замена экрана на макбуке эир 15 м4","1","1","0.0","2.0","00:00:21","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить аккумулятор в ipad 6","1","1","0.0","1.0","00:01:25","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить аккумулятор на iphone se 2016 года","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить аккумулятор на айфон на оригинал","1","1","0.0","3.0","00:00:36","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить аккумулятор на макбук про 2018","1","1","0.0","2.0","00:00:19","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить батарею в макбук эйр 2012 года","1","1","0.0","2.0","00:00:45","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить гнездо зарядки у айфон 11","1","1","0.0","1.0","00:00:17","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить дисплей на айфон 16","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить дисплей на маке","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","сколько стоит заменить заднее стекло на айфон 12 про","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
